ent,lat,lon,pic
0.0,8.388222222222222,163.74175,125
0.00020590952730504714,48.74744444444445,110.68908333333334,55
0.00028764191018165156,33.40783333333333,141.34516666666667,83
0.0010471849724154006,50.616055555555555,101.46394444444445,47
0.0011065647201421813,-23.72072222222222,-172.07755555555556,172
0.0012462620582403842,44.00088888888889,23.295333333333335,198
0.00126630477123234,27.666833333333333,124.11513888888888,276
0.0013160001305969453,51.61344444444445,79.25102777777778,34
0.001322991717627524,51.74333333333333,82.10352777777777,35
0.0013375591685173109,33.95691666666667,140.66594444444445,82
0.0014711111273420761,37.5925,135.7445,75
0.0015610028576482392,34.48630555555555,139.99677777777777,81
0.001609431541802544,51.4615,77.05633333333333,33
0.0016173587187492213,-21.280916666666666,-174.2427222222222,168
0.001630799281257988,50.95166666666667,48.539,214
0.0018025554859134845,18.752277777777778,132.19691666666668,291
0.0018810624485859739,51.305027777777774,95.91477777777779,46
0.001991666284638265,46.688805555555554,30.052,205
0.002057396349346462,-21.88186111111111,-173.71994444444445,169
0.002069334537853295,43.919,46.70616666666667,17
0.002109630375528064,-20.677111111111113,-174.76163888888888,167
0.0021640862105815604,27.09472222222222,124.68830555555556,277
0.0023331953146055657,51.799055555555555,62.360527777777776,223
0.0023339105306747396,46.040166666666664,119.35586111111111,59
0.0024173795661354656,40.22488888888889,107.99991666666666,262
0.0025468865032334314,39.07875000000001,133.4731111111111,72
0.002555232644469102,50.79311111111111,47.353500000000004,213
0.002584497978862669,38.588750000000005,134.24163888888887,73
0.0026214747551226605,-20.073055555555555,-175.27463888888892,166
0.002638842003472744,-19.46511111111111,-175.78505555555554,165
0.0026437727883545305,-23.11052777777778,-172.6300277777778,171
0.0026473521711157027,47.6815,33.10458333333334,208
0.0026735700866729823,38.41772222222222,110.91386111111112,265
0.0026798055857969855,42.5085,103.83002777777777,261
0.0026978363616481814,50.011472222222224,42.60316666666667,209
0.0028118959331449723,38.09330555555556,134.9986111111111,74
0.0028230206346892433,51.776583333333335,83.36180555555555,36
0.0028693811379342958,48.690777777777775,87.31819444444444,244
0.002887050025928818,50.428416666666664,102.64852777777779,48
0.00290154574259868,51.355333333333334,75.81577777777777,32
0.002947967460476142,47.85938888888889,113.90777777777778,58
0.0030087331061186082,39.56238888888888,132.69397222222221,71
0.003013932822201347,51.416999999999994,94.68094444444445,45
0.003018302151023231,50.01247222222222,66.19983333333333,24
0.0030211792184480345,47.02902777777778,31.054361111111113,206
0.003031388024673149,45.67058333333333,120.32758333333332,60
0.0030572104956346838,51.23302777777778,50.971333333333334,216
0.0030956554727624166,49.021388888888886,109.58922222222222,54
0.0031512004258121185,45.29183333333333,121.28613888888889,61
0.0031558730759420972,43.22752777777778,125.9665,63
0.0033110717838544055,44.90286111111111,122.23441666666666,62
0.0033409379813575135,48.46197222222222,111.77680555555555,56
0.003348285992167032,31.65561111111111,119.82894444444445,269
0.0033743620282965315,50.61622222222223,46.14175,212
0.0033959860682092917,44.41719444444444,24.232444444444443,199
0.003402263075445625,51.09769444444445,49.738055555555555,215
0.0034547782369561014,-18.855055555555555,-176.29158333333334,164
0.0036068322048077197,49.54244444444444,107.31427777777778,52
0.003616069113322972,42.401805555555555,43.56455555555555,14
0.003631780896634277,-22.49791666666667,-173.17708333333331,170
0.003640103529209337,51.795249999999996,84.62108333333333,37
0.0036562817375346813,32.869416666666666,141.99727777777775,84
0.0037758215895790192,49.78186111111111,106.17058333333334,51
0.003781032360921703,48.16569444444444,112.85027777777778,57
0.0037917129624548745,48.111111111111114,89.45116666666667,246
0.003802891920385705,37.9225,111.66383333333334,266
0.0038412507852354436,34.10916666666667,116.8836388888889,268
0.003848785314234194,-18.242527777777777,-176.79472222222222,163
0.0038549479989586598,51.78863888888889,87.14347222222223,39
0.00386956191815216,46.33997222222222,29.06563888888889,204
0.003871724748294704,51.799277777777775,85.88133333333333,38
0.0038847575832466306,35.01311111111111,139.31619444444445,80
0.0039031734234088234,48.406444444444446,88.39075000000001,245
0.0039186451719980244,51.54913888888888,54.649166666666666,219
0.003934288338645219,51.59838888888889,92.19569444444444,43
0.003935922849676352,42.84161111111111,44.43838888888889,15
0.003998416764136201,51.76188888888889,64.86788888888888,225
0.0040408731604524035,44.81211111111111,25.153416666666665,200
0.004058889962778949,51.30744444444444,72.29855555555555,231
0.004063803515782169,51.35447222222222,52.21511111111111,217
0.004080637014734841,51.235527777777776,74.58683333333333,31
0.004116272394197612,50.22741666666667,103.82480555555556,49
0.004124255457604118,51.514805555555554,93.44111111111111,44
0.004137556980384066,39.26413888888889,109.5856111111111,264
0.0041632715571161645,47.36138888888889,32.07619444444445,207
